original_id 	 sent1 	 sent2 	 keyword_before 	 relation 1to2 	 pattern 	 original_label 	 original_genre 	 consistent 	 formula 	 start_ends 	 new_label 
1767	she didn't like city busy life.	she did n't like *area* life	city	ent_f	[('city-', ' < Hyper', '*'), (['busy-'], 'INS')]	neutral	crowd:downward_monotone	True	['ent_f*', 'ent_f']->['ent_r', 'ent_r']	[([4], [4]), ([5, 6], [5])]	neutral
1767	she did n't like *place* busy life	she didn't like city life.	city	ent_r	[('Hyper > ', 'city-', '*'), (['busy-'], 'INS')]	neutral	crowd:downward_monotone	True	['ent_r*', 'ent_f']->['ent_f', 'ent_r']	[([4], [4]), ([5, 6], [5])]	neutral
1767	she didn't like city busy life.	she did n't like *place* life	city	ent_f	[('city-', ' < Hyper', '*'), (['busy-'], 'INS')]	neutral	crowd:downward_monotone	True	['ent_f*', 'ent_f']->['ent_r', 'ent_r']	[([4], [4]), ([5, 6], [5])]	neutral
1767	she did n't like *big city* busy life	she didn't like city life.	city	ent_f	[('Hypo < ', 'city-', '*'), (['busy-'], 'INS')]	neutral	crowd:downward_monotone	True	['ent_f*', 'ent_f']->['ent_r', 'ent_r']	[([4, 5], [4]), ([6, 7], [5])]	neutral
1767	she didn't like city busy life.	she did n't like *big city* life	city	ent_r	[('city-', ' > Hypo', '*'), (['busy-'], 'INS')]	neutral	crowd:downward_monotone	True	['ent_r*', 'ent_f']->['ent_f', 'ent_r']	[([4], [4, 5]), ([5, 6], [6])]	neutral
1767	she did n't like *european city* busy life	she didn't like city life.	city	ent_f	[('Hypo < ', 'city-', '*'), (['busy-'], 'INS')]	neutral	crowd:downward_monotone	True	['ent_f*', 'ent_f']->['ent_r', 'ent_r']	[([4, 5], [4]), ([6, 7], [5])]	neutral
1767	she didn't like city busy life.	she did n't like *european city* life	city	ent_r	[('city-', ' > Hypo', '*'), (['busy-'], 'INS')]	neutral	crowd:downward_monotone	True	['ent_r*', 'ent_f']->['ent_f', 'ent_r']	[([4], [4, 5]), ([5, 6], [6])]	neutral
1768	she did n't like *area* life	she didn't like city life and air.	city	ent_r	[('Hyper > ', 'city-', '*'), ('INS', ['and-', 'air-'])]	entailment	crowd:downward_monotone:conjunction	True	['ent_r*', 'ent_r']->['ent_f', 'ent_f']	[([4], [4]), ([5], [5, 6, 7])]	entailment
1768	she didn't like city life.	she did n't like *area* life and air	city	ent_f	[('city-', ' < Hyper', '*'), ('INS', ['and-', 'air-'])]	entailment	crowd:downward_monotone:conjunction	True	['ent_f*', 'ent_r']->['ent_r', 'ent_f']	[([4], [4]), ([5], [5, 6, 7])]	neutral
1768	she did n't like *place* life	she didn't like city life and air.	city	ent_r	[('Hyper > ', 'city-', '*'), ('INS', ['and-', 'air-'])]	entailment	crowd:downward_monotone:conjunction	True	['ent_r*', 'ent_r']->['ent_f', 'ent_f']	[([4], [4]), ([5], [5, 6, 7])]	entailment
1768	she didn't like city life.	she did n't like *place* life and air	city	ent_f	[('city-', ' < Hyper', '*'), ('INS', ['and-', 'air-'])]	entailment	crowd:downward_monotone:conjunction	True	['ent_f*', 'ent_r']->['ent_r', 'ent_f']	[([4], [4]), ([5], [5, 6, 7])]	neutral
1768	she did n't like *big city* life	she didn't like city life and air.	city	ent_f	[('Hypo < ', 'city-', '*'), ('INS', ['and-', 'air-'])]	entailment	crowd:downward_monotone:conjunction	True	['ent_f*', 'ent_r']->['ent_r', 'ent_f']	[([4, 5], [4]), ([6], [5, 6, 7])]	neutral
1768	she didn't like city life.	she did n't like *big city* life and air	city	ent_r	[('city-', ' > Hypo', '*'), ('INS', ['and-', 'air-'])]	entailment	crowd:downward_monotone:conjunction	True	['ent_r*', 'ent_r']->['ent_f', 'ent_f']	[([4], [4, 5]), ([5], [6, 7, 8])]	entailment
1768	she did n't like *european city* life	she didn't like city life and air.	city	ent_f	[('Hypo < ', 'city-', '*'), ('INS', ['and-', 'air-'])]	entailment	crowd:downward_monotone:conjunction	True	['ent_f*', 'ent_r']->['ent_r', 'ent_f']	[([4, 5], [4]), ([6], [5, 6, 7])]	neutral
1768	she didn't like city life.	she did n't like *european city* life and air	city	ent_r	[('city-', ' > Hypo', '*'), ('INS', ['and-', 'air-'])]	entailment	crowd:downward_monotone:conjunction	True	['ent_r*', 'ent_r']->['ent_f', 'ent_f']	[([4], [4, 5]), ([5], [6, 7, 8])]	entailment
1774	he had to go without food for *time*	he had to go without any food for days.	days	ent_r	[('INS', ['any+']), ('Hyper > ', 'days+', '*')]	entailment	crowd:downward_monotone:npi	True	['ent_r', 'ent_r*']->['ent_f', 'ent_r']	[([5], [5, 6]), ([7], [8])]	neutral
1774	he had to go without food for days.	he had to go without any food for *time*	days	ent_f	[('INS', ['any+']), ('days+', ' < Hyper', '*')]	entailment	crowd:downward_monotone:npi	True	['ent_r', 'ent_f*']->['ent_f', 'ent_f']	[([5], [5, 6]), ([7], [8])]	entailment
1833	i do n't like his *feeling* in color	i don't like his taste in red color.	taste	ent_r	[('Hyper > ', 'taste-', '*'), ('INS', ['red-'])]	entailment	crowd:downward_monotone	True	['ent_r*', 'ent_r']->['ent_f', 'ent_f']	[([5], [5]), ([7], [8, 7])]	entailment
1833	i don't like his taste in color.	i do n't like his *feeling* in red color	taste	ent_f	[('taste-', ' < Hyper', '*'), ('INS', ['red-'])]	entailment	crowd:downward_monotone	True	['ent_f*', 'ent_r']->['ent_r', 'ent_f']	[([5], [5]), ([7], [8, 7])]	neutral
1834	i do n't like his *feeling* in red color	i don't like his taste in color.	taste	ent_r	[('Hyper > ', 'taste-', '*'), (['red-'], 'INS')]	neutral	crowd:downward_monotone	True	['ent_r*', 'ent_f']->['ent_f', 'ent_r']	[([5], [5]), ([8, 7], [7])]	neutral
1834	i don't like his taste in red color.	i do n't like his *feeling* in color	taste	ent_f	[('taste-', ' < Hyper', '*'), (['red-'], 'INS')]	neutral	crowd:downward_monotone	True	['ent_f*', 'ent_f']->['ent_r', 'ent_r']	[([5], [5]), ([8, 7], [7])]	neutral
1835	i do n't like his *feeling* in color	i don't like his taste in any color.	taste	ent_r	[('Hyper > ', 'taste-', '*'), ('INS', ['any-'])]	entailment	crowd:downward_monotone:npi	True	['ent_r*', 'ent_r']->['ent_f', 'ent_f']	[([5], [5]), ([7], [8, 7])]	entailment
1835	i don't like his taste in color.	i do n't like his *feeling* in any color	taste	ent_f	[('taste-', ' < Hyper', '*'), ('INS', ['any-'])]	entailment	crowd:downward_monotone:npi	True	['ent_f*', 'ent_r']->['ent_r', 'ent_f']	[([5], [5]), ([7], [8, 7])]	neutral
1857	he runs to the *somewhere* every morning	he runs to the station every early in the morning.	station	ent_r	[('Hyper > ', 'station+', '*'), ('INS', ['early+', 'in+', 'the+'])]	entailment	crowd:downward_monotone	True	['ent_r*', 'ent_r']->['ent_r', 'ent_f']	[([4], [4]), ([1, 6], [1, 6, 7, 8, 9])]	neutral
1857	he runs to the station every morning.	he runs to the *somewhere* every early in the morning	station	ent_f	[('station+', ' < Hyper', '*'), ('INS', ['early+', 'in+', 'the+'])]	entailment	crowd:downward_monotone	True	['ent_f*', 'ent_r']->['ent_f', 'ent_f']	[([4], [4]), ([1, 6], [1, 6, 7, 8, 9])]	entailment
1857	he runs to the *train station* every morning	he runs to the station every early in the morning.	station	ent_f	[('Hypo < ', 'station+', '*'), ('INS', ['early+', 'in+', 'the+'])]	entailment	crowd:downward_monotone	True	['ent_f*', 'ent_r']->['ent_f', 'ent_f']	[([4, 5], [4]), ([2, 7], [1, 6, 7, 8, 9])]	entailment
1857	he runs to the station every morning.	he runs to the *train station* every early in the morning	station	ent_r	[('station+', ' > Hypo', '*'), ('INS', ['early+', 'in+', 'the+'])]	entailment	crowd:downward_monotone	True	['ent_r*', 'ent_r']->['ent_r', 'ent_f']	[([4], [4, 5]), ([1, 6], [2, 7, 8, 9, 10])]	neutral
1858	he runs to the *somewhere* every early in the morning	he runs to the station every morning.	station	ent_r	[('Hyper > ', 'station+', '*'), (['early+', 'in+', 'the+'], 'INS')]	neutral	crowd:downward_monotone	True	['ent_r*', 'ent_f']->['ent_r', 'ent_r']	[([4], [4]), ([1, 6, 7, 8, 9], [1, 6])]	neutral
1858	he runs to the station every early in the morning.	he runs to the *somewhere* every morning	station	ent_f	[('station+', ' < Hyper', '*'), (['early+', 'in+', 'the+'], 'INS')]	neutral	crowd:downward_monotone	True	['ent_f*', 'ent_f']->['ent_f', 'ent_r']	[([4], [4]), ([1, 6, 7, 8, 9], [1, 6])]	neutral
1858	he runs to the *train station* every early in the morning	he runs to the station every morning.	station	ent_f	[('Hypo < ', 'station+', '*'), (['early+', 'in+', 'the+'], 'INS')]	neutral	crowd:downward_monotone	True	['ent_f*', 'ent_f']->['ent_f', 'ent_r']	[([4, 5], [4]), ([2, 7, 8, 9, 10], [1, 6])]	neutral
1858	he runs to the station every early in the morning.	he runs to the *train station* every morning	station	ent_r	[('station+', ' > Hypo', '*'), (['early+', 'in+', 'the+'], 'INS')]	neutral	crowd:downward_monotone	True	['ent_r*', 'ent_f']->['ent_r', 'ent_r']	[([4], [4, 5]), ([1, 6, 7, 8, 9], [2, 7])]	neutral
1859	he runs to the *somewhere* every morning	he runs to the station every morning with his friends.	station	ent_r	[('Hyper > ', 'station+', '*'), ('INS', ['with+', 'his+', 'friends+'])]	entailment	crowd:downward_monotone	True	['ent_r*', 'ent_r']->['ent_r', 'ent_f']	[([4], [4]), ([1], [8, 1, 9, 7])]	neutral
1859	he runs to the station every morning.	he runs to the *somewhere* every morning with his friends	station	ent_f	[('station+', ' < Hyper', '*'), ('INS', ['with+', 'his+', 'friends+'])]	entailment	crowd:downward_monotone	True	['ent_f*', 'ent_r']->['ent_f', 'ent_f']	[([4], [4]), ([1], [8, 1, 9, 7])]	entailment
1859	he runs to the *train station* every morning	he runs to the station every morning with his friends.	station	ent_f	[('Hypo < ', 'station+', '*'), ('INS', ['with+', 'his+', 'friends+'])]	entailment	crowd:downward_monotone	True	['ent_f*', 'ent_r']->['ent_f', 'ent_f']	[([4, 5], [4]), ([2], [8, 1, 9, 7])]	entailment
1859	he runs to the station every morning.	he runs to the *train station* every morning with his friends	station	ent_r	[('station+', ' > Hypo', '*'), ('INS', ['with+', 'his+', 'friends+'])]	entailment	crowd:downward_monotone	True	['ent_r*', 'ent_r']->['ent_r', 'ent_f']	[([4], [4, 5]), ([1], [9, 2, 10, 8])]	neutral
1867	tom says that he 's never tried eating *animal* food	tom says that he's never tried eating dog food in his life.	dog	ent_r	[('Hyper > ', 'dog+', '*'), ('INS', ['in+', 'his+', 'life+'])]	entailment	crowd:downward_monotone	True	['ent_r*', 'ent_r']->['ent_r', 'ent_f']	[([8], [8]), ([7], [10, 11, 12, 7])]	neutral
1867	tom says that he's never tried eating dog food.	tom says that he 's never tried eating *animal* food in his life	dog	ent_f	[('dog+', ' < Hyper', '*'), ('INS', ['in+', 'his+', 'life+'])]	entailment	crowd:downward_monotone	True	['ent_f*', 'ent_r']->['ent_f', 'ent_f']	[([8], [8]), ([7], [10, 11, 12, 7])]	entailment
1867	tom says that he 's never tried eating *mammal* food	tom says that he's never tried eating dog food in his life.	dog	ent_r	[('Hyper > ', 'dog+', '*'), ('INS', ['in+', 'his+', 'life+'])]	entailment	crowd:downward_monotone	True	['ent_r*', 'ent_r']->['ent_r', 'ent_f']	[([8], [8]), ([7], [10, 11, 12, 7])]	neutral
1867	tom says that he's never tried eating dog food.	tom says that he 's never tried eating *mammal* food in his life	dog	ent_f	[('dog+', ' < Hyper', '*'), ('INS', ['in+', 'his+', 'life+'])]	entailment	crowd:downward_monotone	True	['ent_f*', 'ent_r']->['ent_f', 'ent_f']	[([8], [8]), ([7], [10, 11, 12, 7])]	entailment
1867	tom says that he 's never tried eating *cat* food	tom says that he's never tried eating dog food in his life.	dog	alt	[('Alt | ', 'dog+', '*'), ('INS', ['in+', 'his+', 'life+'])]	entailment	crowd:downward_monotone	True	['alt*', 'ent_r']->['alt', 'ent_f']	[([8], [8]), ([7], [10, 11, 12, 7])]	neutral
1867	tom says that he's never tried eating dog food.	tom says that he 's never tried eating *cat* food in his life	dog	alt	[('dog+', 'Alt |', '*'), ('INS', ['in+', 'his+', 'life+'])]	entailment	crowd:downward_monotone	True	['ent_r', 'ent_r']->['alt', 'ent_f']	[([8], [8]), ([7], [10, 11, 12, 7])]	neutral
1867	tom says that he 's never tried eating *bird* food	tom says that he's never tried eating dog food in his life.	dog	alt	[('Alt | ', 'dog+', '*'), ('INS', ['in+', 'his+', 'life+'])]	entailment	crowd:downward_monotone	True	['alt*', 'ent_r']->['alt', 'ent_f']	[([8], [8]), ([7], [10, 11, 12, 7])]	neutral
1867	tom says that he's never tried eating dog food.	tom says that he 's never tried eating *bird* food in his life	dog	alt	[('dog+', 'Alt |', '*'), ('INS', ['in+', 'his+', 'life+'])]	entailment	crowd:downward_monotone	True	['ent_r', 'ent_r']->['alt', 'ent_f']	[([8], [8]), ([7], [10, 11, 12, 7])]	neutral
1868	tom says that he 's never tried eating *animal* food	tom says that he's never tried eating mushy dog food.	dog	ent_r	[('INS', ['mushy+']), ('Hyper > ', 'dog+', '*')]	entailment	crowd:downward_monotone	True	['ent_r', 'ent_r*']->['ent_f', 'ent_r']	[([9], [8, 10]), ([8], [9])]	neutral
1868	tom says that he's never tried eating dog food.	tom says that he 's never tried eating mushy *animal* food	dog	ent_f	[('INS', ['mushy+']), ('dog+', ' < Hyper', '*')]	entailment	crowd:downward_monotone	True	['ent_r', 'ent_f*']->['ent_f', 'ent_f']	[([9], [8, 10]), ([8], [9])]	entailment
1868	tom says that he 's never tried eating *mammal* food	tom says that he's never tried eating mushy dog food.	dog	ent_r	[('INS', ['mushy+']), ('Hyper > ', 'dog+', '*')]	entailment	crowd:downward_monotone	True	['ent_r', 'ent_r*']->['ent_f', 'ent_r']	[([9], [8, 10]), ([8], [9])]	neutral
1868	tom says that he's never tried eating dog food.	tom says that he 's never tried eating mushy *mammal* food	dog	ent_f	[('INS', ['mushy+']), ('dog+', ' < Hyper', '*')]	entailment	crowd:downward_monotone	True	['ent_r', 'ent_f*']->['ent_f', 'ent_f']	[([9], [8, 10]), ([8], [9])]	entailment
1868	tom says that he 's never tried eating *cat* food	tom says that he's never tried eating mushy dog food.	dog	alt	[('INS', ['mushy+']), ('Alt | ', 'dog+', '*')]	entailment	crowd:downward_monotone	True	['ent_r', 'alt*']->['ent_f', 'alt']	[([9], [8, 10]), ([8], [9])]	contradiction
1868	tom says that he's never tried eating dog food.	tom says that he 's never tried eating mushy *cat* food	dog	alt	[('INS', ['mushy+']), ('dog+', 'Alt |', '*')]	entailment	crowd:downward_monotone	True	['ent_r', 'ent_r']->['ent_f', 'alt']	[([9], [8, 10]), ([8], [9])]	contradiction
1868	tom says that he 's never tried eating *bird* food	tom says that he's never tried eating mushy dog food.	dog	alt	[('INS', ['mushy+']), ('Alt | ', 'dog+', '*')]	entailment	crowd:downward_monotone	True	['ent_r', 'alt*']->['ent_f', 'alt']	[([9], [8, 10]), ([8], [9])]	contradiction
1868	tom says that he's never tried eating dog food.	tom says that he 's never tried eating mushy *bird* food	dog	alt	[('INS', ['mushy+']), ('dog+', 'Alt |', '*')]	entailment	crowd:downward_monotone	True	['ent_r', 'ent_r']->['ent_f', 'alt']	[([9], [8, 10]), ([8], [9])]	contradiction
1871	tom says that he 's never tried eating *animal* food	tom says that he's never tried eating dog food for breakfast.	dog	ent_r	[('Hyper > ', 'dog+', '*'), ('INS', ['for+', 'breakfast+'])]	entailment	crowd:downward_monotone	True	['ent_r*', 'ent_r']->['ent_r', 'ent_f']	[([8], [8]), ([7], [10, 11, 7])]	neutral
1871	tom says that he's never tried eating dog food.	tom says that he 's never tried eating *animal* food for breakfast	dog	ent_f	[('dog+', ' < Hyper', '*'), ('INS', ['for+', 'breakfast+'])]	entailment	crowd:downward_monotone	True	['ent_f*', 'ent_r']->['ent_f', 'ent_f']	[([8], [8]), ([7], [10, 11, 7])]	entailment
1871	tom says that he 's never tried eating *mammal* food	tom says that he's never tried eating dog food for breakfast.	dog	ent_r	[('Hyper > ', 'dog+', '*'), ('INS', ['for+', 'breakfast+'])]	entailment	crowd:downward_monotone	True	['ent_r*', 'ent_r']->['ent_r', 'ent_f']	[([8], [8]), ([7], [10, 11, 7])]	neutral
1871	tom says that he's never tried eating dog food.	tom says that he 's never tried eating *mammal* food for breakfast	dog	ent_f	[('dog+', ' < Hyper', '*'), ('INS', ['for+', 'breakfast+'])]	entailment	crowd:downward_monotone	True	['ent_f*', 'ent_r']->['ent_f', 'ent_f']	[([8], [8]), ([7], [10, 11, 7])]	entailment
1871	tom says that he 's never tried eating *cat* food	tom says that he's never tried eating dog food for breakfast.	dog	alt	[('Alt | ', 'dog+', '*'), ('INS', ['for+', 'breakfast+'])]	entailment	crowd:downward_monotone	True	['alt*', 'ent_r']->['alt', 'ent_f']	[([8], [8]), ([7], [10, 11, 7])]	neutral
1871	tom says that he's never tried eating dog food.	tom says that he 's never tried eating *cat* food for breakfast	dog	alt	[('dog+', 'Alt |', '*'), ('INS', ['for+', 'breakfast+'])]	entailment	crowd:downward_monotone	True	['ent_r', 'ent_r']->['alt', 'ent_f']	[([8], [8]), ([7], [10, 11, 7])]	neutral
1871	tom says that he 's never tried eating *bird* food	tom says that he's never tried eating dog food for breakfast.	dog	alt	[('Alt | ', 'dog+', '*'), ('INS', ['for+', 'breakfast+'])]	entailment	crowd:downward_monotone	True	['alt*', 'ent_r']->['alt', 'ent_f']	[([8], [8]), ([7], [10, 11, 7])]	neutral
1871	tom says that he's never tried eating dog food.	tom says that he 's never tried eating *bird* food for breakfast	dog	alt	[('dog+', 'Alt |', '*'), ('INS', ['for+', 'breakfast+'])]	entailment	crowd:downward_monotone	True	['ent_r', 'ent_r']->['alt', 'ent_f']	[([8], [8]), ([7], [10, 11, 7])]	neutral
1872	tom says that he 's never tried eating *animal* food for breakfast	tom says that he's never tried eating dog food.	dog	ent_r	[('Hyper > ', 'dog+', '*'), (['for+', 'breakfast+'], 'INS')]	neutral	crowd:downward_monotone	True	['ent_r*', 'ent_f']->['ent_r', 'ent_r']	[([8], [8]), ([10, 11, 7], [7])]	neutral
1872	tom says that he's never tried eating dog food for breakfast.	tom says that he 's never tried eating *animal* food	dog	ent_f	[('dog+', ' < Hyper', '*'), (['for+', 'breakfast+'], 'INS')]	neutral	crowd:downward_monotone	True	['ent_f*', 'ent_f']->['ent_f', 'ent_r']	[([8], [8]), ([10, 11, 7], [7])]	neutral
1872	tom says that he 's never tried eating *mammal* food for breakfast	tom says that he's never tried eating dog food.	dog	ent_r	[('Hyper > ', 'dog+', '*'), (['for+', 'breakfast+'], 'INS')]	neutral	crowd:downward_monotone	True	['ent_r*', 'ent_f']->['ent_r', 'ent_r']	[([8], [8]), ([10, 11, 7], [7])]	neutral
1872	tom says that he's never tried eating dog food for breakfast.	tom says that he 's never tried eating *mammal* food	dog	ent_f	[('dog+', ' < Hyper', '*'), (['for+', 'breakfast+'], 'INS')]	neutral	crowd:downward_monotone	True	['ent_f*', 'ent_f']->['ent_f', 'ent_r']	[([8], [8]), ([10, 11, 7], [7])]	neutral
1872	tom says that he 's never tried eating *cat* food for breakfast	tom says that he's never tried eating dog food.	dog	alt	[('Alt | ', 'dog+', '*'), (['for+', 'breakfast+'], 'INS')]	neutral	crowd:downward_monotone	True	['alt*', 'ent_f']->['alt', 'ent_r']	[([8], [8]), ([10, 11, 7], [7])]	contradiction
1872	tom says that he's never tried eating dog food for breakfast.	tom says that he 's never tried eating *cat* food	dog	alt	[('dog+', 'Alt |', '*'), (['for+', 'breakfast+'], 'INS')]	neutral	crowd:downward_monotone	True	['ent_f', 'ent_f']->['alt', 'ent_r']	[([8], [8]), ([10, 11, 7], [7])]	contradiction
1872	tom says that he 's never tried eating *bird* food for breakfast	tom says that he's never tried eating dog food.	dog	alt	[('Alt | ', 'dog+', '*'), (['for+', 'breakfast+'], 'INS')]	neutral	crowd:downward_monotone	True	['alt*', 'ent_f']->['alt', 'ent_r']	[([8], [8]), ([10, 11, 7], [7])]	contradiction
1872	tom says that he's never tried eating dog food for breakfast.	tom says that he 's never tried eating *bird* food	dog	alt	[('dog+', 'Alt |', '*'), (['for+', 'breakfast+'], 'INS')]	neutral	crowd:downward_monotone	True	['ent_f', 'ent_f']->['alt', 'ent_r']	[([8], [8]), ([10, 11, 7], [7])]	contradiction
1906	this *food* has no substance	this soup has no substance or consistency.	soup	ent_r	[('Hyper > ', 'soup+', '*'), ('INS', ['or-', 'consistency-'])]	entailment	crowd:downward_monotone:disjunction	True	['ent_r*', 'ent_r']->['ent_r', 'ent_f']	[([1], [1]), ([4], [4, 5, 6])]	neutral
1906	this soup has no substance.	this *food* has no substance or consistency	soup	ent_f	[('soup+', ' < Hyper', '*'), ('INS', ['or-', 'consistency-'])]	entailment	crowd:downward_monotone:disjunction	True	['ent_f*', 'ent_r']->['ent_f', 'ent_f']	[([1], [1]), ([4], [4, 5, 6])]	entailment
1906	this *fish soup* has no substance	this soup has no substance or consistency.	soup	ent_f	[('Hypo < ', 'soup+', '*'), ('INS', ['or-', 'consistency-'])]	entailment	crowd:downward_monotone:disjunction	True	['ent_f*', 'ent_r']->['ent_f', 'ent_f']	[([1, 2], [1]), ([5], [4, 5, 6])]	entailment
1906	this soup has no substance.	this *fish soup* has no substance or consistency	soup	ent_r	[('soup+', ' > Hypo', '*'), ('INS', ['or-', 'consistency-'])]	entailment	crowd:downward_monotone:disjunction	True	['ent_r*', 'ent_r']->['ent_r', 'ent_f']	[([1], [1, 2]), ([4], [5, 6, 7])]	neutral
1907	this *food* has no substance	this soup has no substance to enhance flavor.	soup	ent_r	[('Hyper > ', 'soup+', '*'), ('INS', ['to-', 'enhance-', 'flavor-'])]	entailment	crowd:downward_monotone	True	['ent_r*', 'ent_r']->['ent_r', 'ent_f']	[([1], [1]), ([4], [4, 5, 6, 7])]	neutral
1907	this soup has no substance.	this *food* has no substance to enhance flavor	soup	ent_f	[('soup+', ' < Hyper', '*'), ('INS', ['to-', 'enhance-', 'flavor-'])]	entailment	crowd:downward_monotone	True	['ent_f*', 'ent_r']->['ent_f', 'ent_f']	[([1], [1]), ([4], [4, 5, 6, 7])]	entailment
1907	this *fish soup* has no substance	this soup has no substance to enhance flavor.	soup	ent_f	[('Hypo < ', 'soup+', '*'), ('INS', ['to-', 'enhance-', 'flavor-'])]	entailment	crowd:downward_monotone	True	['ent_f*', 'ent_r']->['ent_f', 'ent_f']	[([1, 2], [1]), ([5], [4, 5, 6, 7])]	entailment
1907	this soup has no substance.	this *fish soup* has no substance to enhance flavor	soup	ent_r	[('soup+', ' > Hypo', '*'), ('INS', ['to-', 'enhance-', 'flavor-'])]	entailment	crowd:downward_monotone	True	['ent_r*', 'ent_r']->['ent_r', 'ent_f']	[([1], [1, 2]), ([4], [5, 6, 7, 8])]	neutral
1908	this *food* has no substance to enhance flavor	this soup has no substance.	soup	ent_r	[('Hyper > ', 'soup+', '*'), (['to-', 'enhance-', 'flavor-'], 'INS')]	neutral	crowd:downward_monotone	True	['ent_r*', 'ent_f']->['ent_r', 'ent_r']	[([1], [1]), ([4, 5, 6, 7], [4])]	neutral
1908	this soup has no substance to enhance flavor.	this *food* has no substance	soup	ent_f	[('soup+', ' < Hyper', '*'), (['to-', 'enhance-', 'flavor-'], 'INS')]	neutral	crowd:downward_monotone	True	['ent_f*', 'ent_f']->['ent_f', 'ent_r']	[([1], [1]), ([4, 5, 6, 7], [4])]	neutral
1908	this *fish soup* has no substance to enhance flavor	this soup has no substance.	soup	ent_f	[('Hypo < ', 'soup+', '*'), (['to-', 'enhance-', 'flavor-'], 'INS')]	neutral	crowd:downward_monotone	True	['ent_f*', 'ent_f']->['ent_f', 'ent_r']	[([1, 2], [1]), ([5, 6, 7, 8], [4])]	neutral
1908	this soup has no substance to enhance flavor.	this *fish soup* has no substance	soup	ent_r	[('soup+', ' > Hypo', '*'), (['to-', 'enhance-', 'flavor-'], 'INS')]	neutral	crowd:downward_monotone	True	['ent_r*', 'ent_f']->['ent_r', 'ent_r']	[([1], [1, 2]), ([4, 5, 6, 7], [5])]	neutral
1909	this *food* has no substance	this soup has no hard substance.	soup	ent_r	[('Hyper > ', 'soup+', '*'), ('INS', ['hard-'])]	entailment	crowd:downward_monotone	True	['ent_r*', 'ent_r']->['ent_r', 'ent_f']	[([1], [1]), ([4], [4, 5])]	neutral
1909	this soup has no substance.	this *food* has no hard substance	soup	ent_f	[('soup+', ' < Hyper', '*'), ('INS', ['hard-'])]	entailment	crowd:downward_monotone	True	['ent_f*', 'ent_r']->['ent_f', 'ent_f']	[([1], [1]), ([4], [4, 5])]	entailment
1909	this *fish soup* has no substance	this soup has no hard substance.	soup	ent_f	[('Hypo < ', 'soup+', '*'), ('INS', ['hard-'])]	entailment	crowd:downward_monotone	True	['ent_f*', 'ent_r']->['ent_f', 'ent_f']	[([1, 2], [1]), ([5], [4, 5])]	entailment
1909	this soup has no substance.	this *fish soup* has no hard substance	soup	ent_r	[('soup+', ' > Hypo', '*'), ('INS', ['hard-'])]	entailment	crowd:downward_monotone	True	['ent_r*', 'ent_r']->['ent_r', 'ent_f']	[([1], [1, 2]), ([4], [5, 6])]	neutral
1910	this *food* has no hard substance	this soup has no substance.	soup	ent_r	[('Hyper > ', 'soup+', '*'), (['hard-'], 'INS')]	neutral	crowd:downward_monotone	True	['ent_r*', 'ent_f']->['ent_r', 'ent_r']	[([1], [1]), ([4, 5], [4])]	neutral
1910	this soup has no hard substance.	this *food* has no substance	soup	ent_f	[('soup+', ' < Hyper', '*'), (['hard-'], 'INS')]	neutral	crowd:downward_monotone	True	['ent_f*', 'ent_f']->['ent_f', 'ent_r']	[([1], [1]), ([4, 5], [4])]	neutral
1910	this *fish soup* has no hard substance	this soup has no substance.	soup	ent_f	[('Hypo < ', 'soup+', '*'), (['hard-'], 'INS')]	neutral	crowd:downward_monotone	True	['ent_f*', 'ent_f']->['ent_f', 'ent_r']	[([1, 2], [1]), ([5, 6], [4])]	neutral
1910	this soup has no hard substance.	this *fish soup* has no substance	soup	ent_r	[('soup+', ' > Hypo', '*'), (['hard-'], 'INS')]	neutral	crowd:downward_monotone	True	['ent_r*', 'ent_f']->['ent_r', 'ent_r']	[([1], [1, 2]), ([4, 5], [5])]	neutral
1911	this *food* has no substance	this soup has no nutritious substance.	soup	ent_r	[('Hyper > ', 'soup+', '*'), ('INS', ['nutritious-'])]	entailment	crowd:downward_monotone	True	['ent_r*', 'ent_r']->['ent_r', 'ent_f']	[([1], [1]), ([4], [4, 5])]	neutral
1911	this soup has no substance.	this *food* has no nutritious substance	soup	ent_f	[('soup+', ' < Hyper', '*'), ('INS', ['nutritious-'])]	entailment	crowd:downward_monotone	True	['ent_f*', 'ent_r']->['ent_f', 'ent_f']	[([1], [1]), ([4], [4, 5])]	entailment
1911	this *fish soup* has no substance	this soup has no nutritious substance.	soup	ent_f	[('Hypo < ', 'soup+', '*'), ('INS', ['nutritious-'])]	entailment	crowd:downward_monotone	True	['ent_f*', 'ent_r']->['ent_f', 'ent_f']	[([1, 2], [1]), ([5], [4, 5])]	entailment
1911	this soup has no substance.	this *fish soup* has no nutritious substance	soup	ent_r	[('soup+', ' > Hypo', '*'), ('INS', ['nutritious-'])]	entailment	crowd:downward_monotone	True	['ent_r*', 'ent_r']->['ent_r', 'ent_f']	[([1], [1, 2]), ([4], [5, 6])]	neutral
1912	this *food* has no nutritious substance	this soup has no substance.	soup	ent_r	[('Hyper > ', 'soup+', '*'), (['nutritious-'], 'INS')]	neutral	crowd:downward_monotone	True	['ent_r*', 'ent_f']->['ent_r', 'ent_r']	[([1], [1]), ([4, 5], [4])]	neutral
